 	0033-0090	0034-0100	0044-0097	0039-0114	0049-0112	0047-0122	0043-0085	0036-0075	0032-0083	0045-0061	0041-0068	0033-0068	0093-0099	0092-0107	0080-0045	0094-0062	0042-0038	0051-0043	0061-0043	0070-0037	0078-0031	0062-0035	0054-0035	0088-0045	0083-0037	0094-0070	0095-0077	0099-0084	0074-0051	0073-0042	0066-0050	0052-0055	0079-0059	0087-0054	0048-0075	0053-0080	0054-0088	0054-0070	0056-0063	0061-0055	0061-0067	Average	Err
32	21038.994	5161.314	15754.744	5146.126	14832.580	56494.189	35350.599	18241.265	33180.446	20067.827	21269.678	2118.285	19950.909	7629.494	7159.241	13798.368	7058.657	11518.461	18425.526	8335.016	11368.015	4742.356	4408.222	9293.001	4515.397	8938.521	20952.165	48982.187	4079.246	5553.334	12747.250	12458.106	4064.918	7084.162	13392.593	13761.975	15592.262	14604.474	10904.640	12154.921	6888.725	14366.297	1774.479
33	20066.394	5141.254	15366.163	5472.809	13874.021	55686.077	33336.910	17631.169	31842.763	21871.177	20189.044	2251.537	17957.566	7564.730	6216.731	13788.912	7028.855	11732.238	17696.505	8195.172	11467.739	4100.452	3896.418	8854.271	3474.022	9125.074	20111.385	49068.443	4100.738	6269.459	15178.750	13538.168	4399.052	6521.635	15915.794	13651.361	15025.724	17159.197	11368.874	12718.880	8431.874	14324.081	1738.801
34	19913.655	5500.606	15931.555	4828.326	14802.204	55674.901	34796.384	17548.065	33536.359	23247.547	21337.308	2141.783	19827.113	7516.587	6713.920	14885.881	6903.053	12574.165	18118.615	8053.896	12174.694	4531.731	4868.445	9177.515	4269.811	9219.640	20543.811	49654.181	4081.252	6724.236	12777.052	14131.356	4577.009	6517.050	14502.457	14980.733	16552.826	17313.082	11510.437	11304.111	7030.861	14641.322	1770.014
35	19923.685	5157.302	16204.937	4807.406	13809.258	54466.459	34762.282	17626.870	31146.125	22872.147	24076.865	2683.677	20013.093	8405.511	7121.988	13863.418	7600.264	13422.109	16762.019	7677.350	12582.188	3731.357	4738.631	8844.814	4010.184	9238.267	20813.181	49828.699	4467.254	7829.516	11287.203	14019.310	4670.142	6961.512	15412.586	15129.174	17603.659	15978.265	11535.941	11260.839	6771.806	14612.617	1742.890
36	21102.611	4583.886	16347.933	4809.126	14377.802	53809.940	33970.505	17235.996	31701.487	21957.720	20701.421	2830.111	17624.578	7328.888	6643.712	13166.493	7025.129	12882.221	12922.914	6408.442	12710.283	3265.689	4104.464	9950.666	4123.663	9246.864	20101.068	50580.071	4139.998	6599.294	10613.204	11964.355	4137.419	6993.607	15352.981	14360.608	20003.350	16952.011	12055.769	11425.614	8479.731	14258.332	1744.599
37	20240.912	5050.127	15077.306	4900.253	14565.788	56280.412	32961.224	15589.397	31690.884	22184.392	20658.436	2409.434	18368.499	7213.402	7495.955	13729.306	6949.190	11970.087	17181.262	6963.518	12829.494	4024.799	4440.031	9186.399	4103.891	9387.281	20468.158	48117.049	4763.275	7333.759	16066.526	12888.239	4722.010	8492.626	13978.617	12669.591	13888.350	15071.001	11728.799	14783.291	7139.468	14330.791	1720.515
38	21122.098	5065.888	15058.966	5788.030	14483.831	56137.990	32709.621	15239.215	29853.146	20214.834	18296.572	1890.753	19104.110	7364.422	7603.416	14418.494	7271.002	11701.289	13510.371	6177.758	12575.024	3762.879	4319.960	9607.649	4118.219	9793.629	19870.957	50079.156	4053.455	6320.181	11354.546	11460.575	4331.709	7622.043	10761.931	10730.122	12728.050	12513.700	9721.701	9366.648	6508.453	13527.131	1740.671
39	19307.858	5013.733	15338.366	5262.757	15025.151	53597.882	34635.907	17672.434	30653.234	20601.410	19723.376	2139.777	18557.632	7450.964	7249.223	13388.868	7203.946	11987.854	14191.248	7102.215	12282.729	3374.584	4389.309	9270.362	4025.945	9543.172	20313.413	48827.442	3660.862	6039.634	9593.034	11770.638	4619.993	6789.287	13218.362	12436.900	14492.714	13707.241	11079.444	9857.246	6388.096	13702.055	1710.445
40	19838.862	5178.507	14484.117	4881.913	14379.521	54386.507	32814.217	17631.455	30401.630	19219.596	19244.814	1739.160	18696.329	7787.104	6255.704	14527.962	6867.232	12048.032	12938.675	7006.216	12135.434	3423.873	3964.620	9064.609	4075.521	9179.521	18759.087	47852.836	3538.499	5107.726	8104.045	11462.008	4378.419	6872.390	12740.945	11535.082	13013.468	13991.226	9456.629	8188.295	6437.672	13258.767	1706.445
41	17782.188	4434.873	13908.409	5622.109	15652.154	53243.688	31445.298	17447.481	29277.151	19900.473	18057.863	1773.834	18117.469	7269.569	6381.792	13339.005	7223.718	12142.885	13134.971	6248.539	11762.041	3517.293	4350.336	8634.189	4099.019	9226.804	20205.378	49555.603	3509.842	5300.011	9123.928	11953.752	4832.624	6615.915	15721.216	11691.259	13606.657	15943.304	9876.446	8244.175	7064.675	13347.267	1690.803
42	17655.240	4700.231	13578.573	4385.870	13896.946	55518.437	31960.255	15245.519	30144.295	21427.862	19375.774	1821.691	18756.508	7277.879	7381.902	14823.123	7225.151	13228.391	14569.227	6530.805	12182.144	3568.588	4124.810	10513.193	4080.392	9824.005	19760.343	48125.073	4197.024	5606.348	9405.334	13371.960	7605.136	7346.082	15049.222	14303.008	13802.094	16260.531	11817.061	11257.974	6553.157	13859.931	1695.100
43	17916.014	4700.231	14079.488	4405.356	12726.904	54929.834	30327.410	16218.406	27395.855	18931.885	17189.286	1704.486	17666.416	8192.880	6210.713	13619.552	7108.806	11577.780	12197.046	6697.013	12119.100	3477.747	3711.870	9346.875	3893.552	8773.746	20210.823	49577.382	3498.093	5521.525	7884.536	11988.140	4682.178	6789.000	12875.917	11295.514	12683.059	13198.589	9118.483	8845.960	6562.614	12923.172	1695.499
44	18834.167	5582.563	14636.283	4476.424	14267.761	54746.719	32088.922	16332.458	29977.801	20041.176	20224.291	2144.935	18836.746	7265.557	6660.906	13305.477	7126.573	10968.830	14576.391	6473.493	12027.686	4226.254	3670.032	9124.501	4402.491	9009.015	19845.453	49352.715	3653.411	5291.414	8850.545	11761.468	4389.309	7011.947	14291.259	10510.614	13030.662	14989.617	9754.083	9243.998	7801.719	13434.285	1716.449
45	17740.636	4593.056	12904.574	4367.816	13008.023	54276.753	29584.348	15018.847	27132.215	18927.587	17303.052	1744.318	18580.844	7745.839	6921.106	13953.973	6837.716	10739.292	14221.624	7000.771	12392.483	3880.657	3574.033	9564.951	4009.324	9349.454	19052.529	48044.548	3642.235	5685.440	9706.227	9821.426	4293.023	6872.390	14569.800	11415.298	11555.428	15300.826	9801.366	8092.009	7143.767	12935.844	1655.500
46	17912.289	4726.595	13224.666	4133.407	13589.749	54104.241	29898.136	15103.956	26546.764	18979.168	17733.186	1617.657	18391.424	7537.793	7039.171	13645.629	6747.735	11245.652	13167.640	6648.870	12162.371	3639.656	4076.380	9529.990	4006.745	9052.287	19539.115	50152.803	3235.313	5617.238	8361.953	11898.732	4370.969	6711.341	14041.948	11517.601	11769.205	16120.687	11268.290	9752.650	7833.814	13089.093	1679.266
47	18246.996	5252.728	13958.271	4327.411	13163.914	53049.684	32525.073	15312.862	29351.371	19608.751	18165.612	1641.442	19327.631	7608.288	7076.711	13471.685	6826.253	11227.311	15736.118	7476.182	13006.017	3931.379	3749.697	9013.600	4231.985	9831.742	20283.897	48091.545	4162.063	5582.563	12738.653	12460.685	4156.332	6623.366	14432.822	12062.360	12421.712	15055.527	9975.884	11110.680	5894.346	13467.589	1667.455
48	18354.744	4640.053	13558.514	4413.667	14001.829	55579.762	30397.332	15469.039	27867.540	18351.019	16303.515	1650.039	17842.653	7271.002	6368.037	14415.342	6806.481	11626.496	14154.281	7098.490	12062.360	4143.723	3623.322	9175.796	4097.873	9968.433	19077.173	50146.212	3706.712	5571.674	10098.820	11668.907	4205.907	6204.408	13066.482	11795.855	14453.741	14886.740	9994.797	9115.904	7481.913	13188.209	1704.884
49	18383.401	5225.504	13715.265	4739.491	13978.331	54230.043	31151.283	17776.457	26702.082	19355.427	16818.185	1749.190	17744.075	7661.876	6439.391	13006.017	6497.277	10744.737	13282.839	7253.808	11955.472	3608.994	3598.677	8573.724	3835.380	9029.648	19249.685	47510.678	3402.667	5566.802	8788.934	10862.801	4394.180	6385.804	13024.071	11956.618	15853.036	14407.604	8829.913	8257.357	6930.850	12987.258	1664.549
50	18963.980	5212.609	13105.742	4577.582	12971.056	55207.801	30908.276	16514.427	26428.413	18504.617	19825.680	1788.736	17584.172	7334.905	5841.331	13937.352	7070.120	11544.825	13311.209	7256.673	12837.231	3522.738	3453.962	7934.112	3549.675	10005.973	20384.194	49495.138	3251.934	4878.761	8396.914	10101.399	4081.538	6660.906	12302.501	11378.331	13822.726	13415.805	8676.601	8590.631	6239.942	12948.061	1712.454
51	18021.756	5300.297	13767.419	4701.951	13119.210	54019.705	29149.343	16109.798	26427.553	19594.136	18115.749	1967.839	18254.447	7378.463	6489.254	13329.262	7527.763	11535.655	12932.657	6904.486	12040.868	3216.400	3835.380	9852.661	4023.652	9011.881	19895.028	49717.798	3406.106	5637.297	8817.877	11986.421	3915.904	6729.681	14969.844	10741.585	13342.731	15935.853	10647.018	9405.907	7466.439	13152.270	1669.418
52	17929.769	4442.896	12914.890	4438.598	13655.659	53704.197	31277.085	15879.400	26808.398	21060.486	17963.584	1709.644	17554.083	7592.814	7034.586	13288.283	6984.724	11003.218	13184.261	7044.902	11825.085	3263.970	3724.193	9415.937	4055.175	8819.023	19564.906	48973.877	3751.130	5445.299	10332.084	12544.935	3882.663	6322.473	16964.333	14231.940	14482.111	19032.756	10980.006	10702.612	7818.626	13453.771	1677.529
53	18510.922	4986.223	13255.329	4545.486	13687.181	52782.892	28706.887	16551.107	26942.510	18882.023	17710.834	2018.560	18398.015	7423.740	7248.650	13786.906	6791.866	10576.810	13116.345	7527.190	12624.027	3360.829	3108.365	9837.760	4073.801	9502.766	20226.870	50919.077	3578.618	5925.295	9401.036	10532.679	3755.141	7018.825	15510.305	12246.908	12682.486	15307.704	10060.707	9701.355	6680.965	13158.658	1668.797
54	18354.171	4576.435	14208.156	4427.135	12926.066	53533.978	28864.498	15609.743	25633.770	20322.296	16753.708	1554.039	17651.801	7574.187	7918.351	13624.137	7111.672	11276.600	16198.633	7115.397	12380.447	4569.271	4280.701	10177.626	4075.807	8930.210	20450.677	48675.850	4968.456	5469.084	12669.017	13789.198	4659.253	7867.056	13408.067	10769.095	12908.012	13168.786	10973.415	14205.290	6596.429	13420.159	1624.565
55	17556.662	5131.797	13552.496	4958.999	13751.658	52485.438	31136.382	15335.787	27041.374	20802.005	16242.764	1629.406	18465.072	7252.088	6225.614	14237.958	7127.433	11556.861	16749.983	6642.852	13063.617	4133.407	3923.928	9020.191	4246.313	9438.003	21139.005	50080.016	4144.583	5501.466	11270.869	12889.386	4008.465	7220.853	13320.665	10423.211	14130.210	12924.920	10437.540	12129.990	6528.799	13362.392	1663.542
56	17741.783	4654.668	13115.198	4676.733	13171.938	54370.746	30418.251	14965.259	25317.116	19544.847	16097.475	1579.830	17617.414	7978.243	5428.678	14399.008	7297.079	10945.905	13210.051	7211.110	12722.892	3689.805	4123.663	7988.559	4729.174	9640.030	20289.341	50691.258	3646.247	5657.070	7836.393	11271.156	4104.464	7010.228	15025.438	11296.373	13172.798	14178.066	9950.666	9068.621	6627.951	12986.866	1688.906
