 	0034-0068	0036-0061	0052-0084	0061-0080	0083-0076	0085-0067	0095-0048	0091-0040	0094-0029	0084-0033	0078-0027	0072-0023	0067-0021	0060-0019	0051-0020	0051-0027	0042-0030	0032-0029	0038-0038	0048-0038	0036-0046	0028-0045	0034-0077	0021-0058	0058-0031	0053-0035	0044-0046	0043-0055	0034-0053	0054-0046	0050-0053	0049-0077	0042-0080	0041-0071	0096-0058	0094-0066	0044-0156	0035-0165	0029-0172	0031-0182	0051-0151	0056-0146	0077-0212	0068-0202	0085-0205	0094-0210	0085-0215	0082-0222	0074-0225	0069-0232	0071-0238	0080-0232	0089-0230	0096-0226	0059-0202	0062-0192	0060-0209	0068-0212	0093-0200	0057-0156	0061-0164	0066-0174	Average	Err
41	6208.395	9960.835	8465.276	7141.180	4255.254	5329.521	12834.137	8667.507	10246.166	7146.176	7872.260	3771.637	5792.100	7960.095	5953.306	6895.821	9306.281	17573.272	9421.203	8771.646	6207.080	15475.493	4546.634	11858.487	8117.882	3595.967	7965.617	6033.515	5026.307	10562.266	6462.695	4303.116	5862.053	4679.701	6224.437	1907.909	16559.753	8534.440	5306.905	3470.790	12060.192	10307.966	6096.103	7422.304	4170.838	6627.846	6507.402	7809.408	3053.180	3869.202	5458.644	5002.902	5041.034	9158.487	4438.813	10352.935	6907.918	6834.547	3828.177	12166.435	10563.844	12497.525	7523.368	414.555
42	6115.827	9914.024	8892.090	7610.070	3396.104	5080.744	13130.251	9377.285	9785.428	7574.042	7300.808	6001.168	7923.804	7629.005	5597.233	7384.698	11086.119	18028.224	10183.577	9197.934	5989.334	16410.644	4423.823	10699.541	8057.923	3746.128	8913.917	5495.461	4157.426	10339.787	6637.050	4384.640	5680.860	4053.813	5856.004	1635.989	15746.886	8821.086	5173.049	4075.114	12779.964	10707.956	6343.566	5770.010	4996.853	8901.294	7421.778	8071.597	2726.035	4246.313	5867.575	5149.118	4724.671	9461.439	3714.308	7906.973	5053.131	6468.481	3751.651	14420.949	8037.410	7068.861	7501.562	424.154
43	5912.281	10046.040	9484.318	7996.649	5384.747	5417.882	13652.526	9215.554	10548.854	7285.292	7933.797	3888.925	6003.009	8428.985	6286.763	6671.500	9767.282	18328.283	9367.555	7993.756	5887.824	14878.006	4293.912	11176.058	8407.158	3228.060	8667.244	7407.051	4597.389	9272.883	7738.404	3963.611	6024.310	4375.961	6281.240	1999.162	22974.849	8638.316	4632.102	2881.455	11696.229	10310.070	6522.917	6324.895	4665.501	7162.481	8233.855	10152.809	3080.004	4062.228	5366.864	5174.890	4937.683	9049.088	4166.631	9005.960	6591.555	6761.439	3428.450	16323.335	8566.523	8385.331	7692.060	472.668
44	7805.989	11537.916	8795.051	7448.339	4257.095	5309.535	13237.546	8917.599	10075.230	7154.855	7521.447	3171.520	5983.023	7560.630	5756.861	6606.545	9664.195	18055.311	9529.813	7486.733	5646.147	12222.712	4371.228	13270.155	7748.923	3409.516	8856.851	8151.017	4370.965	9205.561	8710.635	4107.197	5266.143	4404.363	5129.658	1544.735	19876.700	7618.749	3322.207	2583.237	15384.765	13306.183	6581.562	5908.600	4698.636	6192.879	8136.290	8684.337	2780.734	4639.992	5908.863	4989.753	4188.458	8623.852	3882.877	7727.622	6783.266	10329.793	3446.596	20615.932	7577.724	5908.600	7612.730	499.274
45	8066.338	11063.766	8463.961	6619.168	4607.119	4977.656	12323.959	9091.691	10545.699	6178.153	5935.161	3305.113	5701.636	7034.147	6352.770	6515.291	10235.384	18821.630	9566.630	8288.555	5833.914	11560.007	4564.254	11828.771	7272.932	3048.972	8064.760	7784.688	4871.413	10035.783	7807.830	4102.464	6229.433	4619.216	5955.936	1426.658	18349.847	7656.617	4666.553	2580.607	14561.643	10073.652	6355.926	6350.141	5204.080	6549.478	7605.863	7945.105	2456.482	3904.967	5971.452	4659.715	4408.045	9213.713	3884.718	6885.039	5739.768	6946.313	3712.730	19033.854	7767.594	6765.909	7386.301	460.296
46	9460.913	12120.151	9643.157	8018.213	5724.515	5731.878	13244.909	9022.528	10281.142	7543.537	7943.264	3112.876	5699.532	7949.575	5887.561	6860.056	10610.654	18155.506	9534.021	8694.593	5985.652	10313.752	4783.578	10213.820	9318.904	4010.947	7755.497	6471.111	4360.709	10005.541	7540.644	3766.114	5789.471	4420.931	5838.647	1744.599	17201.683	7184.045	3968.608	2739.184	15844.451	10232.754	6385.906	7867.526	4715.730	7148.806	6916.596	7994.545	3464.215	4818.028	6746.186	4545.056	4499.824	9704.431	4292.334	7402.580	5256.676	5887.298	3642.514	26090.618	8983.344	6159.481	7697.595	509.261
47	7172.474	11764.341	9010.956	6959.462	4861.420	4658.137	14154.289	8631.479	9557.689	6598.655	6513.713	3134.177	5227.486	7491.467	6098.996	6111.093	10209.612	17908.569	9265.520	8509.983	5410.519	10394.749	4703.895	11879.788	8312.223	3118.924	8062.656	8229.122	4313.635	10314.278	7858.059	4014.629	5923.852	4707.577	6049.293	1603.643	19912.202	7394.954	3444.755	2638.726	16273.106	10664.828	6039.300	7101.470	4274.452	6880.831	6718.047	7327.105	2751.281	5449.439	7207.713	4874.043	4387.532	9152.702	4259.462	9735.725	6307.012	8538.647	3053.180	24850.937	8069.757	7014.950	7629.976	523.318
48	7431.245	9998.704	8619.119	6981.552	4174.783	5160.952	13091.067	8903.661	10444.978	6037.722	6337.518	3622.791	5937.790	6586.295	5660.874	6017.736	10413.158	19040.428	9236.066	7965.354	5807.879	10196.463	4614.483	12315.544	6580.247	2851.738	6950.783	6140.547	3904.178	9227.125	6693.064	4257.884	6162.111	4787.523	5317.950	1320.678	16951.591	6624.690	3326.940	3015.311	12123.043	7788.370	5494.672	6205.502	4071.958	7087.269	6458.225	7037.566	2582.974	3975.182	4921.116	4804.353	4554.524	8454.494	4159.267	9749.137	5704.528	8405.843	3476.838	18448.464	7581.932	8127.086	7095.498	444.230
49	7731.566	10411.054	8751.397	7825.976	4583.451	5908.600	13564.691	9033.836	10047.618	7291.603	6746.449	3808.717	6041.404	6799.571	9222.391	7780.743	10490.999	17802.589	9131.664	8343.517	5620.638	8377.967	4400.418	11450.608	8074.227	3329.570	6588.662	6850.852	4320.999	9861.955	6967.614	3965.452	5986.967	4529.278	6654.933	1997.847	17913.040	6953.939	3575.981	2900.126	12028.897	9256.578	5931.216	5947.521	4070.117	7635.053	8165.481	8429.248	3216.489	4690.747	6414.833	5586.714	4308.113	8827.661	4422.772	8523.131	6043.771	7180.889	3558.098	12792.061	8428.196	9750.452	7368.499	400.081
50	8165.744	11400.116	9159.276	7202.717	4232.638	5084.688	13225.449	9159.276	10770.019	6794.311	6997.856	4981.864	6961.565	8588.613	7653.725	7209.028	9916.391	17978.259	9719.946	8555.741	8654.884	9924.018	4435.132	10411.054	7628.216	3033.193	6458.225	6125.820	4333.096	10938.326	7938.004	4062.228	6063.231	5015.525	5150.433	1457.690	20097.076	10570.156	6203.399	2494.877	12110.157	8573.623	6079.010	6405.629	4332.307	10237.488	7404.947	8009.272	3113.665	6879.253	8854.747	5270.877	4714.678	8536.017	4591.341	8769.542	5633.524	5964.877	3882.088	18897.105	8674.870	6539.485	7713.328	449.196
51	9875.630	15005.550	8913.917	8236.222	3897.078	5940.157	13420.842	9019.109	10895.986	6597.603	6819.294	4026.200	6777.218	8804.781	6912.388	7408.103	11450.345	18458.983	9991.866	8822.401	7575.094	11848.757	4953.199	12249.010	8303.807	3862.627	7357.611	9264.205	5838.122	9881.415	7332.365	4155.322	6745.134	5566.728	5971.452	1392.997	23523.948	9133.241	8776.643	5686.646	11256.792	8349.303	6118.983	6536.329	4167.945	10254.056	7234.800	8401.635	3477.627	6678.864	9089.587	5618.797	4516.655	9026.998	3483.675	8935.482	5511.765	7007.587	3675.387	18607.040	7634.527	9835.131	8163.080	481.528
52	8438.715	14313.917	8994.389	6938.686	3813.713	4653.930	13268.315	8755.341	10052.614	6922.382	5834.966	3919.694	6820.346	8372.708	6281.503	6581.036	10582.779	16881.375	9862.481	7749.186	6216.810	10964.623	4766.747	10307.703	8172.844	3422.402	7557.475	7700.272	4909.808	9452.497	7545.378	4154.534	6016.947	5417.882	5371.072	1731.450	25852.885	8575.464	8216.499	6506.350	15100.485	10868.373	5783.948	6323.317	5948.309	9875.630	6798.519	7067.546	3028.723	5629.317	7591.399	5192.509	4478.260	8147.598	3632.784	7941.686	5181.727	6031.148	3403.467	21162.665	8472.114	8679.867	7874.792	517.017
53	8602.551	15548.338	8876.574	7434.664	4293.386	5036.826	12861.487	8942.582	10733.728	6500.827	5947.258	4436.709	7767.331	7738.404	6137.654	6626.794	10870.740	18360.366	10001.333	8246.741	6092.948	12422.050	4743.079	13492.898	7531.966	3247.521	7988.233	6238.901	4811.191	10507.830	7361.293	4243.420	6040.615	4836.963	5861.527	1683.062	23019.555	6741.715	4885.877	4080.111	13593.882	10071.812	6179.468	5068.121	4686.802	10081.805	8225.440	9982.925	2663.709	4675.494	6138.706	5140.177	4703.633	8932.326	3701.422	7427.300	4480.627	7252.157	3430.554	24499.598	6454.543	5634.576	7803.550	546.673
54	9038.569	14685.768	8438.189	6934.216	4302.590	4316.528	12465.441	9328.108	10164.643	6416.411	6291.759	4926.112	9055.400	7212.710	6127.924	6291.496	9524.553	18201.001	9243.692	8096.580	6403.262	11753.559	4132.706	11706.486	8469.221	3061.069	6748.553	6769.328	4363.864	9147.442	6867.156	4135.862	5643.780	4632.365	6006.691	1527.379	29740.233	6373.283	3622.528	2585.341	10954.630	7944.316	6262.569	6747.501	5564.887	8423.463	8131.031	7892.772	2495.665	3820.551	4553.472	5149.644	4086.948	8817.930	3764.536	6455.069	4827.758	8136.553	3488.409	15238.812	7862.793	6908.707	7456.126	537.669
55	7998.226	14648.951	8868.685	7516.713	4039.349	4148.485	14035.686	8599.132	10337.946	6848.748	6430.612	5036.563	8681.970	6571.042	6406.155	6048.767	9610.547	18548.396	8857.114	8170.214	5987.493	12873.321	4305.483	12401.012	9871.685	3526.541	6807.460	6055.605	4360.972	9887.990	7234.274	4236.846	5809.983	4473.789	6066.387	1825.333	24370.476	6451.913	2854.894	2655.556	11693.074	9855.117	6390.376	7674.237	5417.093	9379.389	7512.505	7538.803	2859.365	4464.322	5796.571	4842.485	4552.157	8389.275	4092.208	6855.848	5611.960	7231.381	3941.784	12377.607	8344.306	10011.064	7553.085	485.082
56	7597.710	14548.757	8878.152	7310.538	3881.562	4575.299	13694.866	8797.418	9718.894	6177.364	6364.341	3963.874	7498.041	6403.788	5925.430	6553.686	10907.820	19084.083	10158.068	7645.046	6240.742	11288.876	4454.592	13870.798	7896.454	3396.104	7875.679	6617.590	4877.724	10171.480	6783.266	4119.294	6348.300	4328.888	5411.570	1723.824	20438.685	6858.478	5550.160	5578.299	12606.924	9494.048	5686.120	7324.213	4521.651	7423.356	5951.202	6907.918	2949.829	4575.562	5423.930	5331.099	4170.575	8169.688	4206.077	6631.265	5133.865	9377.285	3311.951	12497.525	6611.278	5726.619	7379.799	452.321
